time,State_Inputs,State_Capacity,Administrative_Complexity,Systemic_Burden,State_Integrity
0.56,0.9885797403888427,0.5278335710114428,0.10860477308685342,0.050964092253497933,0.5128167929313863
0.5700000000000001,0.9883767874441282,0.5283276838904549,0.10876264328960342,0.05098133728420752,0.5130495860186558
0.58,0.988173868691068,0.5288216948364532,0.10892066071864168,0.050998583662417364,0.5132825160451734
0.59,0.9879709841191641,0.5293156038676988,0.10907882534205379,0.051015831405100444,0.5135155829764094
0.6,0.9877681337179269,0.5298094110024394,0.10923713712793034,0.05103308052925557,0.513748786777829
0.61,0.987565317476876,0.5303031162589091,0.109395596044367,0.05105033105190736,0.5139821274148928
0.62,0.9873625353855398,0.5307967196553287,0.10955420205946438,0.05106758299010625,0.5142156048530567
0.63,0.9871597874334549,0.5312902212099055,0.10971295514132817,0.051084836360928476,0.5144492190577719
0.64,0.9869570736101674,0.5317836209408334,0.10987185525806907,0.051102091181476114,0.5146829699944845
0.65,0.9867543939052317,0.5322769188662926,0.11003090237780278,0.05111934746887704,0.5149168576286361
0.66,0.9865517483082114,0.5327701150044498,0.11019009646865004,0.051136605240284946,0.5151508819256637
0.67,0.9863491368086785,0.5332632093734587,0.1103494374987366,0.051153864512879337,0.5153850428509991
0.68,0.9861465593962142,0.533756201991459,0.11050892543619327,0.05117112530386554,0.5156193403700696
0.6900000000000001,0.9859440160604082,0.5342490928765773,0.1106685602491558,0.051188387630474695,0.5158537744482977
0.7000000000000001,0.9857415067908589,0.5347418820469264,0.11082834190576504,0.05120565150996376,0.5160883450511012
0.71,0.9855390315771738,0.535234569520606,0.11098827037416684,0.05122291695961548,0.5163230521438931
0.72,0.985336590408969,0.5357271553157019,0.11114834562251204,0.05124018399673846,0.5165578956920813
0.73,0.9851341832758697,0.536219639450287,0.11130856761895654,0.05125745263866708,0.5167928756610697
0.74,0.9849318101675092,0.5367120219424201,0.11146893633166122,0.05127472290276157,0.5170279920162566
0.75,0.9847294710735303,0.5372043028101469,0.11162945172879203,0.05129199480640794,0.5172632447230362
0.76,0.9845271659835843,0.5376964820714996,0.11179011377851991,0.051309268367018046,0.5174986337467974
0.77,0.9843248948873313,0.5381885597444968,0.11195092244902083,0.05132654360202954,0.5177341590529247
0.78,0.9841226577744402,0.5386805358471437,0.11211187770847576,0.05134382052890589,0.5179698206067979
0.79,0.9839204546345888,0.5391724103974322,0.11227297952507075,0.05136109916513639,0.5182056183737915
0.8,0.9837182854574634,0.5396641834133404,0.11243422786699678,0.05137837952823613,0.5184415523192758
0.81,0.9835161502327595,0.5401558549128334,0.11259562270244995,0.05139566163574604,0.5186776224086161
0.8200000000000001,0.983314048950181,0.5406474249138621,0.1127571639996313,0.05141294550523284,0.5189138286071732
0.8300000000000001,0.983111981599441,0.5411388934343646,0.11291885172674695,0.05143023115428908,0.5191501708803025
0.84,0.982909948170261,0.5416302604922653,0.11308068585200799,0.05144751860053313,0.5193866491933552
0.85,0.9827079486523715,0.542121526105475,0.11324266634363059,0.051464807861609146,0.5196232635116778
0.86,0.9825059830355118,0.5426126902918913,0.11340479316983587,0.051482098955187135,0.5198600138006114
0.87,0.98230405130943,0.5431037530693981,0.11356706629885005,0.051499391898962896,0.5200969000254931
0.88,0.9821021534638827,0.5435947144558659,0.11372948569890429,0.05151668671065805,0.5203339221516549
0.89,0.9819002894886358,0.5440855744691517,0.11389205133823484,0.05153398340802003,0.5205710801444237
0.9,0.9816984593734636,0.5445763331270992,0.11405476318508292,0.0515512820088221,0.5208083739691222
0.91,0.9814966631081494,0.5450669904475384,0.11421762120769481,0.051568582530863306,0.521045803591068
0.92,0.9812949006824851,0.5455575464482859,0.11438062537432181,0.05158588499196854,0.5212833689755741
0.93,0.9810931720862717,0.5460480011471449,0.11454377565322019,0.05160318940998849,0.5215210700879487
0.9400000000000001,0.9808914773093186,0.5465383545619051,0.11470707201265129,0.05162049580279967,0.521758906893495
0.9500000000000001,0.9806898163414444,0.5470286067103427,0.11487051442088148,0.05163780418830441,0.5219968793575119
0.96,0.980488189172476,0.5475187576102204,0.1150341028461821,0.05165511458443083,0.5222349874452932
0.97,0.9802865957922496,0.5480088072792876,0.11519783725682955,0.05167242700913291,0.522473231122128
0.98,0.98008503619061,0.54849875573528,0.11536171762110525,0.0516897414803904,0.5227116103533005
